anime_id,name,genre,type,episodes,ave_rating,members,all_content
518,Mahou no Princess Minky Momo,"Magic, Shoujo",TV,63,7,2229,magic shoujo tv 7
626,Mamotte Shugogetten!,"Comedy, Fantasy, Magic, Romance, Shounen",TV,22,7,4995,comedy fantasy magic romance shounen tv 7
29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"Fantasy, Harem, Romance, Shoujo",Movie,1,7,5745,fantasy harem romance shoujo movie 7
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",Special,10,7,32565,action comedy mystery psychological shounen supernatural thriller special 7
3438,Moero! Top Striker,"Action, Shounen, Sports",TV,49,7,2072,action shounen sports tv 7
13833,Nagareboshi Lens,"Romance, Shoujo",OVA,1,7,12437,romance shoujo ova 7
10807,Nichijou: Tanken Nichijou no Machi,"Comedy, School, Slice of Life",Special,14,7,10288,comedy school slice of life special 7
32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,"Comedy, Shounen",Special,7,7,2572,comedy shounen special 7
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7,2935,action adventure comedy fantasy kids special 7
4793,Pokemon: Pichu to Pikachu,"Adventure, Comedy, Fantasy, Kids",Movie,1,7,22352,adventure comedy fantasy kids movie 7
2161,Skull Man,"Action, Mystery, Super Power",TV,13,7,16361,action mystery super power tv 7
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Adventure, Sci-Fi",TV,26,7,2430,action adventure scifi tv 7
1544,Super Robot Taisen OG The Animation,"Mecha, Sci-Fi, Shounen, Space",OVA,3,7,2653,mecha scifi shounen space ova 7
31440,Teekyuu 6,"Comedy, Shounen, Sports",TV,12,7,6897,comedy shounen sports tv 7
3686,Tokimeki Memorial: Only Love Specials,"Comedy, School",Special,2,7,3502,comedy school special 7
1737,Uchuu Senshi Baldios,"Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",TV,34,7,600,adventure drama mecha scifi shounen space tv 7
25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,12,7,168811,action ecchi harem romance school supernatural tv 7
3835,Ai no Gakko Cuore Monogatari,"Drama, Historical, Slice of Life",TV,26,7,1082,drama historical slice of life tv 7
25241,Akame ga Kill! Theater,Comedy,ONA,24,7,26852,comedy ona 7
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"Comedy, Ecchi, Romance, Supernatural",Special,1,7,9474,comedy ecchi romance supernatural special 7
20543,Bayonetta: Bloody Fate,"Action, Demons, Fantasy, Super Power",Movie,1,7,19994,action demons fantasy super power movie 7
9119,Chirorin Mura Monogatari,"Kids, Slice of Life",TV,170,7,411,kids slice of life tv 7
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha",Special,7,7,34964,action mecha special 7
4508,D.C.S.S: Da Capo Second Season Omake,"Comedy, Harem, Romance",Special,7,7,4628,comedy harem romance special 7
1752,Di Gi Charat: Hoshi no Tabi,Comedy,Movie,1,7,1973,comedy movie 7
29413,Dog Days Recap,"Action, Adventure, Fantasy, Magic",Special,1,7,2169,action adventure fantasy magic special 7
3023,Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",TV,119,7,612,comedy ecchi magic school super power supernatural tv 7
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1,7,5343,action drama fantasy mecha scifi movie 7
3381,Fushigi no Umi no Nadia Specials,"Adventure, Sci-Fi",Special,10,7,1927,adventure scifi special 7
17679,Gambo,"Demons, Historical",Movie,1,7,4232,demons historical movie 7
6653,Ginga Tetsudou 999: Glass no Clair,"Drama, Sci-Fi, Space",Movie,1,7,1134,drama scifi space movie 7
3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy",Movie,1,7,1228,comedy fantasy movie 7
1325,Hamelin no Violin Hiki,"Adventure, Drama, Fantasy",TV,25,7,3654,adventure drama fantasy tv 7
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,"Comedy, Harem, Romance",Special,1,7,2329,comedy harem romance special 7
1316,Idaten Jump,"Game, School, Sports",TV,52,7,2724,game school sports tv 7
637,Iketeru Futari,"Comedy, Ecchi, Romance, School, Seinen",TV,16,7,11933,comedy ecchi romance school seinen tv 7
2556,Jungle Taitei (1989),"Adventure, Drama",TV,52,7,1875,adventure drama tv 7
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,"Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural",TV,13,7,22860,adventure horror magic martial arts shounen supernatural tv 7
913,Kakutou Bijin Wulong,"Action, Ecchi, Martial Arts",TV,25,7,3322,action ecchi martial arts tv 7
3923,Kamen Rider Den-O: Imagin Anime,"Action, Adventure, Comedy, Kids, Super Power",OVA,10,7,699,action adventure comedy kids super power ova 7
32287,Kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",ONA,1,7,3581,drama romance shoujo ai supernatural ona 7
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,"Mystery, Shounen",Special,1,7,528,mystery shounen special 7
3085,Koharu Biyori,"Comedy, Ecchi, Sci-Fi",OVA,3,7,14560,comedy ecchi scifi ova 7
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Fantasy,TV,52,7,1108,fantasy tv 7
9519,Medaka no Gakkou,Comedy,OVA,5,7,434,comedy ova 7
9335,Megane na Kanojo,"Comedy, Romance, School, Shounen",OVA,4,7,10119,comedy romance school shounen ova 7
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,7,11750,action adventure comedy mystery scifi tv 7
32962,Occultic;Nine,"Mystery, Sci-Fi",TV,12,7,82532,mystery scifi tv 7
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",TV,12,7,113166,comedy ecchi harem romance school tv 7
23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"Comedy, Romance",Special,1,7,3609,comedy romance special 7
6666,Passion,Music,Music,1,7,2100,music music 7
17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"Comedy, Sci-Fi, Seinen, Slice of Life",Movie,1,7,2800,comedy scifi seinen slice of life movie 7
9107,Pokemon Best Wishes!,"Action, Adventure, Comedy, Fantasy, Kids",TV,84,7,33730,action adventure comedy fantasy kids tv 7
14093,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids",TV,24,7,19603,action adventure comedy fantasy kids tv 7
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy",Special,1,7,6671,adventure fantasy special 7
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy, Kids",Special,1,7,6907,adventure comedy fantasy kids special 7
30625,Princess Princess Specials,"Comedy, School, Shoujo",Special,12,7,687,comedy school shoujo special 7
17933,Pyuu to Fuku! Jaguar,"Comedy, Music, Shounen",OVA,3,7,312,comedy music shounen ova 7
26019,Rokujouma no Shinryakusha!?,"Comedy, Romance, School, Supernatural",Special,1,7,3280,comedy romance school supernatural special 7
25285,Seirei Tsukai no Blade Dance Specials,"Action, Ecchi, Fantasy, School, Supernatural",Special,6,7,14392,action ecchi fantasy school supernatural special 7
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",Movie,1,7,3343,comedy dementia psychological scifi movie 7
23439,Toki wa Meguru: Tokyo Station,Slice of Life,ONA,1,7,2862,slice of life ona 7
8230,True Tears Epilogue,"Drama, Music, Romance",Music,1,7,8053,drama music romance music 7
3761,Wanwan Sanjuushi,"Adventure, Historical",TV,26,7,1277,adventure historical tv 7
2032,Wellber no Monogatari: Sisters of Wellber,"Action, Adventure, Comedy, Drama, Fantasy, Historical",TV,13,7,5605,action adventure comedy drama fantasy historical tv 7
1533,Ai Tenshi Densetsu Wedding Peach,"Adventure, Comedy, Magic, Romance, Shoujo",TV,51,7,12536,adventure comedy magic romance shoujo tv 7
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,"Comedy, Parody",Special,13,7,2913,comedy parody special 7
33046,B-Project: Kodou＊Ambitious,"Music, Shoujo",TV,12,7,17506,music shoujo tv 7
1669,Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,51,7,27959,action adventure comedy scifi shounen sports tv 7
1136,Betterman,"Action, Adventure, Comedy, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi, Shounen",TV,26,7,8037,action adventure comedy drama horror mecha mystery psychological scifi shounen tv 7
2495,Chance Triangle Session,"Drama, Music, Slice of Life",TV,13,7,3005,drama music slice of life tv 7
4503,Choujikuu Kidan Southern Cross,"Action, Drama, Mecha, Sci-Fi",TV,23,7,3855,action drama mecha scifi tv 7
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7,878,comedy ecchi kids school shounen slice of life movie 7
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7,591,adventure fantasy kids scifi shounen movie 7
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,7,733,action adventure fantasy magic shounen movie 7
2953,Egao,"Music, Slice of Life",Music,1,7,8814,music slice of life music 7
13731,Eureka Seven: New Order,"Adventure, Drama, Mecha, Romance, Sci-Fi",Special,1,7,5900,adventure drama mecha romance scifi special 7
7307,Gegege no Kitarou (1985),"Comedy, Supernatural",TV,108,7,573,comedy supernatural tv 7
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"Action, Mecha, Sci-Fi, Shounen",Movie,1,7,1179,action mecha scifi shounen movie 7
9515,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",OVA,1,7,140501,comedy ecchi supernatural ova 7
2050,Honoo no Tenkousei,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",OVA,2,7,2688,action comedy martial arts parody school shounen sports ova 7
1409,IGPX: Immortal Grand Prix,"Mecha, Sci-Fi, Shounen, Sports",TV,5,7,2392,mecha scifi shounen sports tv 7
5333,Ikkitousen: Great Guardians Specials,"Comedy, Ecchi",Special,6,7,12064,comedy ecchi special 7
2565,Jungle Taitei: Susume Leo!,"Adventure, Shounen",TV,26,7,986,adventure shounen tv 7
12991,Katte ni Kaizou Specials,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3,7,1736,comedy parody school scifi shounen special 7
148,Kita e.: Diamond Dust Drops,"Drama, Romance, Slice of Life",TV,12,7,5736,drama romance slice of life tv 7
16756,Kuiba: Zhi Shiwanhuoji,"Action, Adventure, Fantasy, Kids",Movie,1,7,487,action adventure fantasy kids movie 7
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha",TV,50,7,534,action adventure fantasy magic mecha tv 7
4320,Lupin III: Green vs. Red,"Action, Comedy, Mystery, Shounen",OVA,1,7,3769,action comedy mystery shounen ova 7
2039,Mahou no Yousei Persia,"Comedy, Magic",TV,48,7,990,comedy magic tv 7
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!","Adventure, Demons, Fantasy, Romance",Special,1,7,10133,adventure demons fantasy romance special 7
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",Movie,1,7,1779,adventure comedy sports movie 7
9581,MM! Specials,"Comedy, Ecchi, School",Special,9,7,21462,comedy ecchi school special 7
26351,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",TV,16,7,62601,comedy romance school seinen slice of life tv 7
5865,Nanaka 6/17 Special,"Comedy, Drama, Romance, Shounen, Slice of Life",Special,1,7,1229,comedy drama romance shounen slice of life special 7
615,Nurse Witch Komugi-chan Magikarte,"Comedy, Magic, Parody",OVA,5,7,9895,comedy magic parody ova 7
3827,Ore wa Teppei,"Action, Shounen, Sports",TV,28,7,532,action shounen sports tv 7
1182,Shamanic Princess,"Action, Fantasy, Magic, Romance",OVA,6,7,6588,action fantasy magic romance ova 7
23209,Sora no Method,"Drama, Fantasy, School, Slice of Life",TV,13,7,47900,drama fantasy school slice of life tv 7
28063,Sword Art Online II: Sword Art Offline II,Comedy,Special,9,7,19677,comedy special 7
15125,Teekyuu,"Comedy, School, Shounen, Sports",TV,12,7,30291,comedy school shounen sports tv 7
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,"Action, Adventure, Mecha, Sci-Fi",Movie,1,7,404,action adventure mecha scifi movie 7
1822,The Hakkenden,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",OVA,6,7,4085,action adventure demons historical martial arts samurai shounen ova 7
473,Tide-Line Blue,"Action, Adventure, Drama, Military, Shounen",TV,12,7,4670,action adventure drama military shounen tv 7
4467,Universe,"Fantasy, Music",Music,1,7,1275,fantasy music music 7
20267,Wooser no Sono Higurashi: Kakusei-hen,"Comedy, Fantasy, Slice of Life",TV,12,7,4334,comedy fantasy slice of life tv 7
29017,Wooser no Sono Higurashi: Mugen-hen,"Comedy, Fantasy, Slice of Life",TV,13,7,2810,comedy fantasy slice of life tv 7
11755,009 Re:Cyborg,"Action, Adventure, Mecha, Sci-Fi",Movie,1,7,8307,action adventure mecha scifi movie 7
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen",ONA,20,7,21416,comedy seinen ona 7
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"Comedy, Romance",ONA,1,7,28032,comedy romance ona 7
5002,Bari Bari Densetsu,"Action, Drama, Shounen, Sports",OVA,2,7,385,action drama shounen sports ova 7
1962,Chikyuu Bouei Kazoku,"Action, Comedy, Sci-Fi, Shounen",TV,13,7,726,action comedy scifi shounen tv 7
14827,D.C.III: Da Capo III,"Drama, Ecchi, Romance, School",TV,13,7,16219,drama ecchi romance school tv 7
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",Special,1,7,4327,action adventure comedy fantasy scifi supernatural special 7
6714,Dragon Ball Z: Atsumare! Gokuu World,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",OVA,1,7,10044,action adventure comedy fantasy martial arts shounen super power ova 7
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy,Special,6,7,19326,comedy special 7
2319,Freedom Previsited,"Action, Adventure, Sci-Fi",OVA,1,7,1990,action adventure scifi ova 7
259,Happy☆Lesson,"Comedy, Harem, Romance, School",OVA,5,7,8067,comedy harem romance school ova 7
2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",TV,19,7,2028,music romance shoujo sports tv 7
6008,Jewelpet,"Fantasy, Magic, Shoujo",TV,52,7,4197,fantasy magic shoujo tv 7
1660,Kurogane Communication,"Action, Adventure, Drama, Sci-Fi",TV,24,7,2928,action adventure drama scifi tv 7
2911,Kyoushirou to Towa no Sora Specials,"Drama, Magic, Romance, Shounen",Special,6,7,3946,drama magic romance shounen special 7
2038,Mahou no Star Magical Emi,"Comedy, Magic, Shoujo, Slice of Life",TV,38,7,1783,comedy magic shoujo slice of life tv 7
4052,Medarot Damashii,"Action, Adventure, Sci-Fi",TV,39,7,9590,action adventure scifi tv 7
17655,Mobile Suit Gundam AGE: Memory of Eden,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,7,2405,action drama mecha military scifi ova 7
6736,Mouryou no Hako Special,"Mystery, Seinen, Supernatural, Thriller",Special,1,7,4733,mystery seinen supernatural thriller special 7
33075,Musaigen no Phantom World Special,"Action, Comedy, Fantasy, Supernatural",Special,1,7,14168,action comedy fantasy supernatural special 7
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",OVA,1,7,2515,comedy seinen supernatural ova 7
8783,Nezha Nao Hai,Kids,Movie,1,7,255,kids movie 7
24991,No Game No Life Specials,"Ecchi, Fantasy, Game",Special,6,7,58997,ecchi fantasy game special 7
24705,"Ore, Twintail ni Narimasu.","Action, Comedy, Fantasy, Romance, School, Shounen",TV,12,7,66868,action comedy fantasy romance school shounen tv 7
2615,Otome wa Boku ni Koishiteru Special,"Comedy, Romance, School",Special,1,7,9347,comedy romance school special 7
3366,Persona: Trinity Soul,"Action, Sci-Fi, Super Power",TV,26,7,48744,action scifi super power tv 7
16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen",ONA,16,7,2017,comedy school shounen ona 7
1742,Souryuuden,"Drama, Mystery, Super Power, Supernatural",OVA,12,7,1408,drama mystery super power supernatural ova 7
2619,Spider Riders: Oracle no Yuusha-tachi,"Action, Adventure, Mecha",TV,26,7,3605,action adventure mecha tv 7
12699,Tales of Gekijou,Comedy,Special,5,7,2853,comedy special 7
33811,Teekyuu 8,"Comedy, Shounen, Sports",TV,12,7,3961,comedy shounen sports tv 7
17233,The House,"Drama, Fantasy, Kids",Movie,1,7,242,drama fantasy kids movie 7
3008,Time Bokan Series: Yatterman,"Adventure, Comedy, Mecha",TV,108,7,2930,adventure comedy mecha tv 7
7591,Tono to Issho,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1,7,2888,comedy historical parody samurai seinen ova 7
6129,Umi Monogatari: Anata ga Ite Kureta Koto,"Drama, Fantasy, Magic, Romance, Supernatural",TV,12,7,14696,drama fantasy magic romance supernatural tv 7
31521,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,Romance,Special,1,7,3437,romance special 7
3077,Warau Salesman,"Comedy, Drama, Seinen",TV,103,7,711,comedy drama seinen tv 7
1718,Winter Garden,"Drama, Romance, Shoujo, Slice of Life",Special,2,7,5398,drama romance shoujo slice of life special 7
315,Xiao Qian,"Action, Drama, Fantasy, Romance",Movie,1,7,1823,action drama fantasy romance movie 7
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,7,47679,adventure comedy fantasy game scifi shounen tv 7
2221,Aishite Knight,"Comedy, Romance, Shoujo",TV,42,7,3746,comedy romance shoujo tv 7
8950,Akage no Anne: Green Gables e no Michi,"Adventure, Historical, Shoujo, Slice of Life",Movie,1,7,1218,adventure historical shoujo slice of life movie 7
9706,Canaan: Minorikawa Report 201X Shanghai,"Action, Seinen",Special,1,7,5516,action seinen special 7
1149,Choujuushin Gravion Zwei,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,7,5808,adventure comedy mecha scifi shounen tv 7
31851,Dog Days&#039;&#039;: Limone Resort Tenbou Onsen!,"Ecchi, Fantasy, Magic",Special,1,7,1585,ecchi fantasy magic special 7
2627,Doraemon: It&#039;s New Year!,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7,476,comedy kids scifi shounen special 7
987,Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1,7,32853,action adventure comedy fantasy martial arts shounen super power special 7
236,E&#039;s Otherwise,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,7,11704,adventure comedy drama military scifi shounen supernatural tv 7
504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,1,7,7101,action adventure drama martial arts romance shounen movie 7
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",ONA,3,7,1477,comedy school shounen ona 7
11268,Ganso Tensai Bakabon,"Comedy, Slice of Life",TV,103,7,288,comedy slice of life tv 7
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,"Adventure, Drama, Sci-Fi",Movie,1,7,745,adventure drama scifi movie 7
29853,Girls und Panzer Heartful Tank Disc: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,2,7,1457,military school special 7
1706,Gun Frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",TV,13,7,4732,action adventure drama historical scifi seinen tv 7
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,"Comedy, Ecchi",Special,6,7,19407,comedy ecchi special 7
1466,Hakugei Densetsu,"Adventure, Sci-Fi",TV,26,7,1387,adventure scifi tv 7
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha",TV,52,7,1591,action adventure fantasy mecha tv 7
1181,Hikyou Tanken Fam &amp; Ihrlie,"Action, Adventure, Comedy, Fantasy, Magic",OVA,4,7,4032,action adventure comedy fantasy magic ova 7
8507,Ikkitousen: Xtreme Xecutor Specials,"Comedy, Ecchi",Special,6,7,8568,comedy ecchi special 7
6087,Jetter Mars,"Action, Drama, Mecha, Sci-Fi",TV,27,7,382,action drama mecha scifi tv 7
3464,Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,7,26991,action comedy ecchi romance school scifi shounen tv 7
5305,Koihime†Musou OVA,"Comedy, Fantasy, School",OVA,1,7,7747,comedy fantasy school ova 7
16906,Line Offline: Salaryman,Comedy,TV,114,7,1190,comedy tv 7
1445,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",TV,52,7,6253,adventure cars shounen sports tv 7
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,"Magic, Shoujo",OVA,1,7,658,magic shoujo ova 7
3388,Majokko Megu-chan,"Magic, Shoujo",TV,72,7,1139,magic shoujo tv 7
4782,Mama wa Poyopoyo Saurus ga Osuki,"Comedy, Kids, Slice of Life",TV,52,7,348,comedy kids slice of life tv 7
776,Nanaka 6/17,"Comedy, Drama, Romance, Shounen, Slice of Life",TV,12,7,5702,comedy drama romance shounen slice of life tv 7
24075,Persona 4 the Golden Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,12,7,39165,adventure mystery school scifi super power supernatural tv 7
21569,Pokemon XY: Hakai no Mayu to Diancie,"Adventure, Fantasy, Kids",Movie,1,7,9290,adventure fantasy kids movie 7
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",Movie,1,7,4578,fantasy kids movie 7
3265,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",Special,3,7,3999,comedy magic romance shoujo special 7
28619,Ranpo Kitan: Game of Laplace,Mystery,TV,11,7,66777,mystery tv 7
21033,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",TV,12,7,83068,comedy ecchi fantasy school tv 7
679,Shadow Skill (1996),"Adventure, Drama, Fantasy, Shounen",OVA,3,7,3210,adventure drama fantasy shounen ova 7
4173,Shigofumi Picture Drama,Comedy,Special,7,7,2804,comedy special 7
5742,Space Cobra Pilot,"Action, Adventure, Sci-Fi, Space",Special,1,7,873,action adventure scifi space special 7
421,Stratos 4,"Comedy, Military, Sci-Fi, Shounen",TV,13,7,6909,comedy military scifi shounen tv 7
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Historical, Mystery, Supernatural",OVA,1,7,536,adventure drama historical mystery supernatural ova 7
928,Transformers Galaxy Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7,2790,adventure mecha scifi shounen tv 7
12935,Utakata Hanabi,Music,Music,1,7,1375,music music 7
347,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,7,4750,action adventure fantasy magic scifi vampire tv 7
17341,Yama no Susume: Kabette Kowakunai no?,"Comedy, Slice of Life",Special,1,7,7878,comedy slice of life special 7
299,.hack//Liminality,"Game, Mystery, Sci-Fi",OVA,4,7,24304,game mystery scifi ova 7
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,TV,35,7,967,adventure tv 7
1998,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,7,6650,adventure music police romance scifi music 7
2709,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",TV,51,7,1572,cars shounen sports tv 7
4197,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural",TV,51,7,6667,adventure comedy fantasy supernatural tv 7
1194,Coyote Ragtime Show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,7,13036,action adventure comedy mecha scifi shounen tv 7
5618,Dokonjou Gaeru,"Comedy, Slice of Life",TV,103,7,378,comedy slice of life tv 7
2641,Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,7,485,adventure comedy fantasy kids shounen special 7
2644,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,7,405,adventure comedy fantasy kids shounen special 7
5016,Fluximation,Music,Music,14,7,2240,music music 7
10172,Freezing Specials,"Action, Comedy, Ecchi",Special,6,7,28125,action comedy ecchi special 7
782,Gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",TV,25,7,10770,drama mecha military psychological supernatural tv 7
1019,Honoo no Mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",TV,13,7,12835,action drama historical romance school shounen ai supernatural tv 7
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,7,122288,comedy ecchi harem romance school shounen slice of life supernatural tv 7
6791,Kanokon: Manatsu no Dai Shanikusai,"Ecchi, Romance, Slice of Life",OVA,2,7,25804,ecchi romance slice of life ova 7
28207,Ketsuekigata-kun! 2,Comedy,TV,12,7,2265,comedy tv 7
6975,Koro no Dai Sanpo,Adventure,Special,1,7,1055,adventure special 7
3866,Kuro ga Ita Natsu,"Drama, Historical",Movie,1,7,344,drama historical movie 7
1070,Love Get Chu,"Comedy, Romance",TV,25,7,5725,comedy romance tv 7
32730,Love Live! x Watering KissMint Collaboration CM,Music,Special,1,7,1729,music special 7
7090,Madou King Granzort: Saigo no Magical Taisen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,2,7,214,action comedy fantasy magic mecha scifi shounen ova 7
6779,Pokonyan!,"Comedy, Fantasy, Kids, Magic",TV,170,7,314,comedy fantasy kids magic tv 7
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6,7,11540,action adventure ecchi fantasy ova 7
25117,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,Special,6,7,3689,comedy special 7
10156,Sacred Seven,"Action, School, Sci-Fi, Super Power",TV,12,7,47136,action school scifi super power tv 7
14515,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",TV,12,7,55635,comedy romance supernatural tv 7
6068,Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",OVA,7,7,1441,comedy school ova 7
3809,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",TV,52,7,1486,adventure fantasy romance tv 7
1480,Sky Girls OVA,"Mecha, Military, Sci-Fi",OVA,1,7,5673,mecha military scifi ova 7
2419,Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi, Seinen",OVA,1,7,1947,romance scifi seinen ova 7
2290,Superflat Monogram,"Adventure, Fantasy",Special,1,7,4889,adventure fantasy special 7
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,7,17920,action adventure romance scifi shounen super power tv 7
4720,White Album,"Drama, Harem, Music, Romance",TV,13,7,54376,drama harem music romance tv 7
